Query.Mass,Name,Formula,Exact.Mass,PubChem.CID,KEGG.ID
316.9482138,6-Bromo-4-chloro-2-phenylquinazoline,C14H8BrClN2,317.955938,,
316.9482138,"p,p'-DDD",C14H10Cl4,317.953661,,
316.9482138,"o,p'-DDD",C14H10Cl4,317.953661,,
316.9482138,Mitotane,C14H10Cl4,317.953658,,
316.9482138,"2-(m-Chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloroethane",C14H10Cl4,317.9537,96516,C14714
316.9482138,TDE,C14H10Cl4,317.9537,6294,C06636
317.1143111,Fluvoxamine acid,C14H17F3N2O3,318.119127,,
319.2272124,"5-[5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpent-2-enoic acid",C20H32O3,320.2351449,,
319.2272124,Sodium ricinoleate,C18H33NaO3,320.2327392,,
319.2272124,Crispane,C20H32O3,320.2351449,,
319.2272124,"(ent-2alpha,3beta,15beta)-16-Kaurene-2,3,15-triol",C20H32O3,320.2351449,,
319.2272124,"(ent-2alpha,3beta,15beta,16beta)-15,16-Epoxy-2,3-kauranediol",C20H32O3,320.2351449,,
319.2272124,2-Hydroxy-6-tridecylbenzoic acid,C20H32O3,320.2351449,161306,
319.2272124,"8alpha,13R-Epoxy-14-labden-19-oic acid",C20H32O3,320.2351449,,
319.2272124,Ucriol,C20H32O3,320.2351449,12315549,
319.2272124,Annoglabasin E,C20H32O3,320.2351449,,
319.2272124,"5,8,11,13-Eicosatetraenoic acid, 15-hydroxy-, [R-(E,Z,Z,Z)]-; 15(R)-HETE; 15(R)-Hydroxyeicosatetraenoic acid; D-(R)-15-Hydroxy-5,8,11,13-eicosatetraenoic acid",C20H32O3,320.2351449,,
319.2272124,"5,8,11,13-Eicosatetraenoic acid, 15-hydroxy-, (E,Z,Z,Z)-; 15-HETE; 15-Hydroxy-5(Z),8(Z),11(Z),13(E)-eicosatetraenoic acid; 15-Hydroxyeicosa-5,8,11,13-tetraenoic acid; 15-Hydroxyeicosatetraenoic acid",C20H32O3,320.2351449,,
319.2272124,"5,8,11,15-Eicosatetraenoic acid, 14-hydroxy-, (E,Z,Z,Z)-",C20H32O3,320.2351449,,
319.2272124,"5,8,10,14-Eicosatetraenoic acid, 12-hydroxy-, [S-(E,Z,Z,Z)]-; 12(S)-5,8,10,14-Hydroxyeicosatetraenoic acid; 12(S)-HETE; 12-HETE; 12-Hydroxy-5,8,10,14-eicosatetraenoic acid; 12-Hydroxyeicosatetraenoic acid; 12-L-Hydroxy-5,8,10,14-eicosatetraenoic acid; 12S",C20H32O3,320.2351449,,
319.2272124,"5,8,10,14-Eicosatetraenoic acid, 12-hydroxy-, (E,Z,Z,Z)-; 12-HETE; 12-Hydroxy-5,8,10,14-eicosatetraenoic acid; 12-Hydroxyeicosatetraenoic acid",C20H32O3,320.2351449,,
319.2272124,"5,8,12,14-Eicosatetraenoic acid, 11-hydroxy-, (E,Z,Z,Z)-; 11-HETE",C20H32O3,320.2351449,,
319.2272124,"5,7,11,14-Eicosatetraenoic acid, 9-hydroxy-, [R-(E,Z,Z,Z)]-; [9R-(5Z,7E,11Z,14Z)]-9-Hydroxy-5,7,11,14-eicosatetraenoic acid",C20H32O3,320.2351449,,
319.2272124,"5,7,11,14-Eicosatetraenoic acid, 9-hydroxy-, (E,Z,Z,Z)-; 9-HETE",C20H32O3,320.2351449,,
319.2272124,"5,9,11,14-Eicosatetraenoic acid, 8-hydroxy-, (E,Z,Z,Z)-; 8-HETE",C20H32O3,320.2351449,,
319.2272124,"4,8,11,14-Eicosatetraenoic acid, 6-hydroxy-, (E,Z,Z,Z)-",C20H32O3,320.2351449,,
319.2272124,"(í‰Œ±)5,6-DHET lactone",C20H32O3,320.2351449,,
319.2272124,8(S)-HETE,C20H32O3,320.2351449,,
319.2272124,5(S)-HETE,C20H32O3,320.2351449,5280733,
319.2272124,12(R)-HETE,C20H32O3,320.2351449,,
319.2272124,15(R)-HETE,C20H32O3,320.2351449,,
319.2272124,9(S)-HETE,C20H32O3,320.2351449,,
319.2272124,9(R)-HETE,C20H32O3,320.2351449,,
319.2272124,5(R)-HETE,C20H32O3,320.2351449,,
319.2272124,17(S)-HETE,C20H32O3,320.2351449,,
319.2272124,(í‰Œ±)18-HETE,C20H32O3,320.2351449,,
319.2272124,17(R)-HETE,C20H32O3,320.2351449,,
319.2272124,(í‰Œ±)17-HETE,C20H32O3,320.2351449,,
319.2272124,(í‰Œ±)16-HETE,C20H32O3,320.2351449,,
319.2272124,19(R)-HETE,C20H32O3,320.2351449,,
319.2272124,11(S)-HETE,C20H32O3,320.2351449,,
319.2272124,15(S)-HETE,C20H32O3,320.2351449,,
319.2272124,(í‰Œ±)12-HETE,C20H32O3,320.2351449,,
319.2272124,16(S)-HETE,C20H32O3,320.2351449,,
319.2272124,11(R)-HETE,C20H32O3,320.235131,,
319.2272124,(í‰Œ±)5-HETE,C20H32O3,320.235131,,
319.2272124,"8R-hydroxy-5E,9Z,11Z,14Z-eicosatetraenoic acid",C20H32O3,320.235131,,
319.2272124,(í‰Œ±)9-HETE,C20H32O3,320.2351449,,
319.2272124,8(R)-HETE,C20H32O3,320.2351449,,
319.2272124,"20-hydroxy-5Z,8Z,11Z,14Z-eicosatetraenoic acid",C20H32O3,320.235131,,
319.2272124,(í‰Œ±)14(15)-EET,C20H32O3,320.2351449,,
319.2272124,(í‰Œ±)11(12)-EET,C20H32O3,320.2351449,,
319.2272124,(í‰Œ±)8(9)-EET,C20H32O3,320.2351449,,
319.2272124,(í‰Œ±)5(6)-EET,C20H32O3,320.2351449,,
319.2272124,12(S)-HETE,C20H32O3,320.235145,,
319.2272124,(í‰Œ±)8-HETE,C20H32O3,320.235145,,
319.2272124,(í‰Œ±)11-HETE,C20H32O3,320.235145,,
319.2272124,(í‰Œ±)15-HETE,C20H32O3,320.235145,,
319.2272124,"11beta,17beta-Dihydroxy-17-methyl-5alpha-androstan-3-one",C20H32O3,320.2351,229407,C15349
319.2272124,"17beta-Methoxyandrost-5-ene-3beta,16beta-diol",C20H32O3,320.2351,255438,C15138
319.2272124,"17-Methylandrost-5-ene-3beta,11beta,17beta-triol",C20H32O3,320.2351,226614,C15041
319.2272124,17beta-Hydroxy-2alpha-(hydroxymethyl)-5alpha-androstan-3-one,C20H32O3,320.2351,11274,C15035
319.2272124,3beta-Hydroxy-16beta-(hydroxymethyl)-5alpha-androstan-17-one,C20H32O3,320.2351,11954089,C14961
319.2272124,(+-)-Trihydroxy-decipiadiene,C20H32O3,320.235146,42608265,
319.2272124,"1(15),8(19)-Trinervitadiene-3alpha,5alpha,18-triol",C20H32O3,320.235146,9883561,
319.2272124,"(-)-16alpha,17-Dihydroxy-atisan-3-one",C20H32O3,320.235146,42608225,
319.2272124,(+)-Beyerol,C20H32O3,320.235146,5352010,
319.2272124,"(+/-)11,12-EpETrE;11S,12R-EpETrE;11R,12S-EpETrE;11,12-EpETrE;11,12-Epoxyeicosatrienoic acid",C20H32O3,320.235146,5283204;40490664;6440793;53480479;5353269,C14770;;;;
319.2272124,"(+/-)8,9-EpETrE;8R,9S-EpETrE;8S,9R-EpETrE",C20H32O3,320.235146,5283203;40490662;40490656,C14769;;
319.2272124,"(+/-)5,6-EpETrE;5R,6S-EpETrE;5S,6R-EpETrE",C20H32O3,320.235146,5283202;25320407;40490652,C14768;;
319.2272124,"14R,15S-EpETrE;(+/-)14,15-EpETrE;14S,15R-EpETrE",C20H32O3,320.235146,5283201;5283205;6440524,;C14771;
319.2272124,13-HETE,C20H32O3,320.235145,53481471,
319.2272124,10-HETE,C20H32O3,320.235145,53481450,
319.2272124,20-hydroxy-eicosatetraenoic acid,C20H32O3,320.235146,6440419,
319.2272124,18-HETE;18-hydroxy-arachidonic acid,C20H32O3,320.235146,6442778;11141754,;
319.2272124,17-HETE,C20H32O3,320.235146,6442740,
319.2272124,19S-HETE;19-HETE,C20H32O3,320.235146,9548883;20839325,C14749;
319.2272124,16R-HETE;16-HETE,C20H32O3,320.235146,9548884;6442739,C14778;
319.2272124,"14-hydroxy-5E,8Z,11Z,15Z-eicosatetraenoic acid",C20H32O3,320.235146,5312985,
319.2272124,"6-hydroxy-4E,8Z,11Z,14Z-eicosatetraenoic acid",C20H32O3,320.235146,5312974,
319.2272124,"9R-HETE;9S-HETE;9-hydroxy-5E,7Z,11Z,14Z-eicosatetraenoic acid;9R-hydroxy-5E,7Z,11Z,14Z-eicosatetraenoic acid;9-HETE",C20H32O3,320.235146,5283166;5283167;5312978;5312979;14123398,;C14779;;;
319.2272124,3R-HETE,C20H32O3,320.235146,5283164,
319.2272124,20-HETE,C20H32O3,320.235146,5283157,C14748
319.2272124,"8S-HETE;8R-HETE;8-hydroxy-5E,9Z,11Z,14Z-eicosatetraenoic acid;8-HETE",C20H32O3,320.235146,5283154;5283163;5312975;11976122,C14776;C14824;;
319.2272124,"11S-HETE;11R-HETE;11R-hydroxy-5E,8Z,12Z,14Z-eicosatetraenoic acid;11-hydroxy-5E,8Z,12Z,14Z-eicosatetraenoic acid;11-HETE",C20H32O3,320.235146,5283152;5283168;5312981;5312982;14123410,;C14780;;;
319.2272124,5S-HETE;5R-HETE;5-HETE,C20H32O3,320.235146,5280733;5283165;9862886,C04805;;
319.2272124,"15S-HETE;15R-HETE;15-hydroxy-5E,8Z,11Z,13Z-eicosatetraenoic acid;15R-hydroxy-5E,8Z,11Z,13Z-eicosatetraenoic acid;15-HETE",C20H32O3,320.235146,5280724;5283169;5312986;5312987;9966861,C04742;;;;
319.2272124,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid;12S-HETE;12R-HETE;12-hydroxy-5E,8Z,10Z,14Z-eicosatetraenoic acid;12S-hydroxy-5E,8Z,10Z,14Z-eicosatetraenoic acid;12-HETE",C20H32O3,320.235146,9543626;5283155;5283156;5312983;5312984;13786989,;C14777;C14822;;;
321.2044536,"2,3-Dimethoxy-5-methyl-6-decyl-1,4-benzoquinone",C19H30O4,322.2144094,,
321.2044536,(í‰Œ±)8-GINGEROL,C19H30O4,322.2144094,5275725,
321.2044536,(8)-Gingerol,C19H30O4,322.2144094,,
321.2044536,CLOVANEDIOL DIACETATE,C19H30O4,322.2144094,,
321.2044536,Monacolin L acid,C19H30O4,322.2144,86289736,C20853
321.2044536,[8]-Gingerol,C19H30O4,322.2144,168114,C17495
321.2044536,Decylubiquinone,C19H30O4,322.2144,2971,C15494
321.2044536,Rapanone,C19H30O4,322.2144,100659,C10399
321.2044536,"17-hydroxy-1-oxo-2,3-seco-androstan-3-oic acid",C19H30O4,322.214411,73242220,
323.0290781,"4'-Fluoro-3',5-bis(trifluoromethyl)[1,1'-biphenyl]-3-ol",C14H7F7O,324.0385124,,
323.0290781,"2'-Fluoro-3',5-bis(trifluoromethyl)[1,1'-biphenyl]-3-ol",C14H7F7O,324.0385124,,
323.0290781,"Diethyl chloro(2,4,6-trifluorophenyl)propanedioate",C13H12ClF3O4,324.0376212,,
323.0290781,Uridine monophosphate (UMP),C9H13N2O9P,324.0358665,,
323.0290781,Arabinose Uridinemonophosphate,C9H13N2O9P,324.035871,,
323.0290781,Arabinoside uridinemonophosphate,C9H13N2O9P,324.035871,,
323.0290781,Uridine 2'-phosphate,C9H13N2O9P,324.0359,101609,C03031
323.0290781,3'-UMP,C9H13N2O9P,324.0359,101543,C01368
323.0290781,Pseudouridine 5'-phosphate,C9H13N2O9P,324.0359,439424,C01168
323.0290781,UMP,C9H13N2O9P,324.0359,6030,C00105
323.22,5-(Tetradecyloxy)-2-furancarboxylic acid,C19H32O4,324.2300595,,
323.22,AVOCADYNONE ACETATE,C19H32O4,324.2300595,,
323.22,TOFA,C19H32O4,324.23,,
323.22,Dihydromonacolin L acid,C19H32O4,324.2301,86289733,C20851
323.22,Decylubiquinol,C19H32O4,324.2301,11954189,C15495
323.22,1-Acetoxy-2-hydroxy-16-heptadecyn-4-one,C19H32O4,324.23006,6710762,
323.22,"methyl 15-hydroperoxy-9Z,12Z,16E-octadecatrienoate",C19H32O4,324.230061,5282874,
323.22,"methyl-10-hydroperoxy-8E,12Z,15Z-octadecatrienoate",C19H32O4,324.230061,5282873,
327.1272234,"6H-Benzo(b)pyrrolo(3,2,1-jk)(4,1)benzoxazepine-1-ethanamine, N,N-dimethyl-, monohydrochloride",C19H21ClN2O,328.134241,,
327.1272234,NSC614571,C19H21ClN2O,328.134241,,
327.1272234,4-(Decanoyloxy)benzene-1-sulfonic acid,C16H24O5S,328.1344449,,
327.1272234,"4-[3-(phenoxymethyl)-5-phenyl-1,2,4-triazol-4-yl]pyridine",C20H16N4O,328.1324111,,
327.1272234,4-Amino-N-[3-(1H-benzimidazol-2-yl)phenyl]benzamide,C20H16N4O,328.1324111,,
327.1272234,NSC357589,C20H16N4O,328.1324111,,
327.1272234,Pencycuron,C19H21ClN2O,328.1342,91692,C11012
327.2325519,2-Aminoheptane sulfate,C14H36N2O4S,328.2395786,,
327.2325519,Docosahexaenoic acid,C22H32O2,328.2402303,,
327.2325519,Retinol acetate,C22H32O2,328.2402303,,
327.2325519,"(Z,Z)-2-Methyl-5-(8,11,14-pentadecatrienyl)-1,3-benzenediol",C22H32O2,328.2402303,,
327.2325519,Grifolin,C22H32O2,328.2402303,5372312,
327.2325519,Neogrifolin,C22H32O2,328.2402303,9874426,
327.2325519,"(4E,7E,10Z,13E,16E,19E)-docosa-4,7,10,13,16,19-hexaenoic acid",C22H32O2,328.2402303,,
327.2325519,TOTAROL ACETATE,C22H32O2,328.2402303,,
327.2325519,"(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,1 6,19-Docosahexaenoic acid",C22H32O2,328.2402303,,
327.2325519,3a-OH-5aH-Degestrel,C22H32O2,328.24023,,
327.2325519,"7alpha-Methyl-4-pregnene-3,20-dione",C22H32O2,328.2402,11954151,C15299
327.2325519,"16beta-Methylpregn-4-ene-3,20-dione",C22H32O2,328.2402,11954141,C15265
327.2325519,"2alpha-Methylpregn-4-ene-3,20-dione",C22H32O2,328.2402,200747,C15116
327.2325519,6alpha-Methylprogesterone,C22H32O2,328.2402,92847,C14586
327.2325519,Retinol Acetate/All-trans-retinyl Acetate,C22H32O2,328.240231,638034,
327.2325519,"10,13,16-Docosatriynoic acid",C22H32O2,328.240231,9543600,
327.2325519,"8,11,14-Docosatriynoic acid",C22H32O2,328.240231,9543599,
327.2325519,"3,9,15-Docosatriynoic acid",C22H32O2,328.240231,9543598,
327.2325519,DHA,C22H32O2,328.240231,445580,C06429
328.7587665,"5-Fluoro-1,2,3-tribromobenzene",C6H2Br3F,329.7690646,,
328.7587665,Potassium pyrophosphate,K4O7P2,329.7667523,,
329.2482499,"2-Methyl-5-(8,11-pentadecadienyl)-1,3-benzenediol",C22H34O2,330.2558803,,
329.2482499,"1-Phenyl-1,3-hexadecanedione",C22H34O2,330.2558803,19900903,
329.2482499,ent-16-Kauren-19-ol acetate,C22H34O2,330.2558803,537596,
329.2482499,Ethyl abietate,C22H34O2,330.2558803,61182,
329.2482499,"C22:5n-3,6,9,12,15",C22H34O2,330.2558803,,
329.2482499,"C22:5n-3,7,10,14,18",C22H34O2,330.2558803,,
329.2482499,"C22:5n-6,9,12,15,18",C22H34O2,330.2558803,,
329.2482499,Eicosapentaenoic Acid ethyl ester,C22H34O2,330.2558803,,
329.2482499,"1í_Œ±-hydroxy-23,24,25,26,27-pentanorvitamin D3 / 1í_Œ±-hydroxy-23,24,25,26,27-pentanorcholecalciferol",C22H34O2,330.255873,,
329.2482499,"Taxa-4(20),11(12)-dien-5í_Œ±-yl acetate",C22H34O2,330.2558803,,
329.2482499,"7Z, 10Z, 13Z, 16Z, 19Z-docosapentaenoic acid",C22H34O2,330.2558803,,
329.2482499,Clupanodonic acid,C22H34O2,330.25588,,
329.2482499,2-Methyl-5alpha-androst-2-en-17beta-ol acetate,C22H34O2,330.2559,249474,C15421
329.2482499,"17beta-Hydroxy-4,4,17-trimethylandrost-5-en-3-one",C22H34O2,330.2559,225742,C15413
329.2482499,"22-hydroxy-23,24,25,26,27-pentanorvitamin D3 / 22-hydroxy-23,24,25,26,27-pentanorcholecalciferol",C22H34O2,330.255881,9547270,
329.2482499,"1alpha-hydroxy-23,24,25,26,27-pentanorvitamin D3 / 1alpha-hydroxy-23,24,25,26,27-pentanorcholecalciferol",C22H34O2,330.255881,9547269,
329.2482499,"Taxa-4(20),11(12)-dien-5alpha-yl acetate",C22H34O2,330.255881,443486,C11896
329.2482499,Ethyl icosapentate,C22H34O2,330.25588,9831415,C16184
329.2482499,docosapentaenoic acid,C22H34O2,330.255881,6438348,
329.2482499,10-[5]-ladderane-decanoic acid,C22H34O2,330.255881,42607294,
329.2482499,"7,10,13,16,19-docosapentaenoic acid;DPA",C22H34O2,330.255881,5282850;5497182,;C16513
329.2482499,"4,8,12,15,19-docosapentaenoic acid",C22H34O2,330.255881,5282849,
329.2482499,"4,7,10,13,16-docosapentaenoic acid;22:5(4Z,7Z,10Z,13Z,16Z)",C22H34O2,330.255881,5282848;6441454,;
329.2482536,"2-Methyl-5-(8,11-pentadecadienyl)-1,3-benzenediol",C22H34O2,330.2558803,,
329.2482536,"1-Phenyl-1,3-hexadecanedione",C22H34O2,330.2558803,19900903,
329.2482536,ent-16-Kauren-19-ol acetate,C22H34O2,330.2558803,537596,
329.2482536,Ethyl abietate,C22H34O2,330.2558803,61182,
329.2482536,"C22:5n-3,6,9,12,15",C22H34O2,330.2558803,,
329.2482536,"C22:5n-3,7,10,14,18",C22H34O2,330.2558803,,
329.2482536,"C22:5n-6,9,12,15,18",C22H34O2,330.2558803,,
329.2482536,Eicosapentaenoic Acid ethyl ester,C22H34O2,330.2558803,,
329.2482536,"1í_Œ±-hydroxy-23,24,25,26,27-pentanorvitamin D3 / 1í_Œ±-hydroxy-23,24,25,26,27-pentanorcholecalciferol",C22H34O2,330.255873,,
329.2482536,"Taxa-4(20),11(12)-dien-5í_Œ±-yl acetate",C22H34O2,330.2558803,,
329.2482536,"7Z, 10Z, 13Z, 16Z, 19Z-docosapentaenoic acid",C22H34O2,330.2558803,,
329.2482536,Clupanodonic acid,C22H34O2,330.25588,,
329.2482536,2-Methyl-5alpha-androst-2-en-17beta-ol acetate,C22H34O2,330.2559,249474,C15421
329.2482536,"17beta-Hydroxy-4,4,17-trimethylandrost-5-en-3-one",C22H34O2,330.2559,225742,C15413
329.2482536,"22-hydroxy-23,24,25,26,27-pentanorvitamin D3 / 22-hydroxy-23,24,25,26,27-pentanorcholecalciferol",C22H34O2,330.255881,9547270,
329.2482536,"1alpha-hydroxy-23,24,25,26,27-pentanorvitamin D3 / 1alpha-hydroxy-23,24,25,26,27-pentanorcholecalciferol",C22H34O2,330.255881,9547269,
329.2482536,"Taxa-4(20),11(12)-dien-5alpha-yl acetate",C22H34O2,330.255881,443486,C11896
329.2482536,Ethyl icosapentate,C22H34O2,330.25588,9831415,C16184
329.2482536,docosapentaenoic acid,C22H34O2,330.255881,6438348,
329.2482536,10-[5]-ladderane-decanoic acid,C22H34O2,330.255881,42607294,
329.2482536,"7,10,13,16,19-docosapentaenoic acid;DPA",C22H34O2,330.255881,5282850;5497182,;C16513
329.2482536,"4,8,12,15,19-docosapentaenoic acid",C22H34O2,330.255881,5282849,
329.2482536,"4,7,10,13,16-docosapentaenoic acid;22:5(4Z,7Z,10Z,13Z,16Z)",C22H34O2,330.255881,5282848;6441454,;
331.12921,"Benzeneethanamine, N-(4,5-dimethoxy-2-nitrophenyl)-4-methoxy-",C17H20N2O5,332.1372217,,
331.12921,"2,2,3,3-tetramethoxy-4-(4-methoxyphenyl)cyclobutane-1,1-dicarbonitrile",C17H20N2O5,332.1372217,,
331.12921,Flecainide meta-O-dealkylated,C15H19F3N2O3,332.134777,,
331.12921,Zanamivir,C12H20N4O7,332.1332,60855,C08095
331.12921,16-bromo-9E-hexadecenoic acid,C16H29BrO2,332.13509,5312946,
331.1760858,Oxitropium,C19H26NO4,332.1861833,,
331.1760858,N2-Tryptophyllysine,C17H24N4O3,332.1848406,,
331.1760858,"(1S,2R,4R)-p-Menth-8-ene-2,10-diol 2-glucoside",C16H28O7,332.1835033,,
331.1760858,"(S)-p-Menth-1-ene-4,7-diol 4-glucoside",C16H28O7,332.1835033,,
331.1760858,"(4R,6S)-p-Menth-1-ene-4,6-diol 4-glucoside",C16H28O7,332.1835033,,
331.1760858,"(2E,4E,7R)-2,7-Dimethyl-2,4-octadiene-1,8-diol 8-O-b-D-glucopyranoside",C16H28O7,332.1835033,,
331.1760858,Betulalbuside A,C16H28O7,332.1835033,,
331.1760858,6Z-8-Hydroxygeraniol 8-O-glucoside,C16H28O7,332.1835033,,
331.1760858,"(1R,3S,4S)-1,8-Epoxy-p-menthan-3-ol glucoside",C16H28O7,332.1835033,,
331.1760858,"(1S,2S,4S,5S)-2,4-Thujanediol 4-O-beta-D-Glucopyranoside",C16H28O7,332.1835033,,
331.1760858,"(1R,2S,4R,5S)-2,5-Fenchanediol 2-O-b-D-glucoside",C16H28O7,332.1835033,,
331.1760858,"(1R,2R,4S,6R)-2,6-Fenchanediol 2-O-b-D-glucoside",C16H28O7,332.1835033,,
331.1760858,"1,8-Epoxy-p-menthan-4-ol glucoside",C16H28O7,332.1835033,,
331.1760858,"(1S,2S,4R)-1,8-Epoxy-p-menthan-2-ol glucoside",C16H28O7,332.1835033,,
331.1760858,7-Hydroxyterpineol 8-glucoside,C16H28O7,332.1835033,,
331.1760858,Unshuoside A,C16H28O7,332.1835033,,
331.1760858,Tryptophyl-Lysine,C17H24N4O3,332.1848407,,
331.1760858,Lysyl-Tryptophan,C17H24N4O3,332.1848407,,
331.1760858,"2,6-Dimethyl-6-O-beta-D-quinovopyranosyl-7-octadecenoic acid",C16H28O7,332.183506,56936272,
331.1760858,"(2S,3S)-2-hydroxytridecane-1,2,3-tricarboxylic acid",C16H28O7,332.183506,5458468,C04655
331.2637913,Ganaxolone,C22H36O2,332.2715304,,
331.2637913,"2-Methyl-5-(8-pentadecenyl)-1,3-benzenediol",C22H36O2,332.2715304,6452209,
331.2637913,3-Hydroxy-1-phenyl-1-hexadecanone,C22H36O2,332.2715304,,
331.2637913,1-Hydroxy-1-phenyl-3-hexadecanone,C22H36O2,332.2715304,,
331.2637913,"8, 12, 16, 19 (20)-docosatetraenoic acid; C22:4n-3,6,10,14",C22H36O2,332.2715304,,
331.2637913,"C22:4n-9,12,15,18",C22H36O2,332.2715304,,
331.2637913,"(í‰Œ±)-CP 47,497-C8-homolog",C22H36O2,332.2715304,,
331.2637913,íŒŠ-3 Arachidonic Acid ethyl ester,C22H36O2,332.2715304,,
331.2637913,"cis-4,10,13,16-Docosatetraenoic Acid",C22H36O2,332.2715304,,
331.2637913,Arachidonic acid ethyl ester,C22H36O2,332.27153,,
331.2637913,5alpha-Androstan-17beta-ol propionate,C22H36O2,332.2715,238386,C15373
331.2637913,"3,7,11,15-Tetramethyl-2E,6E,10E,14-hexadecatetraenyl acetate",C22H36O2,332.271531,5366012,
331.2637913,"22:4(7Z,13Z,16Z,19Z)",C22H36O2,332.271531,52922003,
331.2637913,10-[3]-ladderane-decanoic acid,C22H36O2,332.271531,42607293,
331.2637913,"8,12,16,19-docosatetraenoic acid",C22H36O2,332.271531,5282845,
331.2637913,Adrenic Acid;Adrenic acid,C22H36O2,332.271531,5497181;5282844,C16527;
331.2637913,"4,7,10,13-docosatetraenoic acid;22:4(4Z,7Z,10Z,13E)",C22H36O2,332.271531,5282843;21775584,;
332.951902,"5-Bromo-4'-fluoro-3'-(trifluoromethyl)[1,1'-biphenyl]-3-ol",C13H7BrF4O,333.9616398,,
332.951902,"5-Bromo-2'-fluoro-3'-(trifluoromethyl)[1,1'-biphenyl]-3-ol",C13H7BrF4O,333.9616398,,
335.0486136,chloro(heptyl)mercury,C7H15ClHg,336.0568712,,
335.0486136,N-[aziridin-1-yl(phenylmethoxy)phosphoryl]-2-chloro-N-(2-chloroethyl)ethanamine,C13H19Cl2N2O2P,336.0561198,,
335.0486136,"4'-Methoxy-3',5-bis(trifluoromethyl)[1,1'-biphenyl]-3-ol",C15H10F6O2,336.0584989,,
335.0486136,"2'-Methoxy-5,5'-bis(trifluoromethyl)[1,1'-biphenyl]-3-ol",C15H10F6O2,336.0584989,,
335.0486136,Thiamine hydrochloride,C12H18Cl2N4OS,336.0578376,,
335.0486136,Bisphenol AF,C15H10F6O2,336.0584989,,
335.0486136,"Ethylenediaminetetraacetic acid, disodium salt",C10H14N2Na2O8,336.054554,,
335.0486136,JS-2671,C17H17ClO3S,336.0586931,,
335.0486136,"Acetamide, N-((4-((4-nitrophenyl)amino)-3-pyridinyl)sulfonyl)-",C13H12N4O5S,336.0528405,,
335.0486136,"Acetamide, N-((4-((3-nitrophenyl)amino)-3-pyridinyl)sulfonyl)-",C13H12N4O5S,336.0528405,,
335.0486136,"2,2-Bis(4-hydroxyphenyl)hexafluoropropane",C15H10F6O2,336.0585,73864,C14350
339.0958676,3'-Ketolactose,C12H20O11,340.1005615,,
339.0958676,N-(6-Aminohexyl)-1-chloro-naphthalene-5-sulfonamide,C16H21ClN2O2S,340.101228,,
339.0958676,3-Ketosucrose,C12H20O11,340.1006,440773,C05731
339.0958676,3-Ketolactose,C12H20O11,340.1006,440659,C05403
339.0958676,"Cellobiono-1,5-lactone",C12H20O11,340.1006,99211,C01093
343.0707694,N'-methyl-4-nitro-N'-(4-nitrobenzoyl)benzohydrazide,C15H12N4O6,344.0756841,,
343.0707694,"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane",C12H24O4Si4,344.0751654,,
343.1265469,4-O-alpha-D-Glucopyranosyl-D-glucitol,C12H24O11,344.1318616,,
343.1265469,"2,2-Dimethylpropane-1,3-diyl dibutane-1-sulfonate",C13H28O6S2,344.1327306,,
343.1265469,"2-(2,2-dimethylpropylsulfonyloxy)propyl 2,2-dimethylpropane-1-sulfonate",C13H28O6S2,344.1327306,,
343.1265469,"N-(3-Methyl-1,2-thiazol-5-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzamide",C17H21BN2O3S,344.1365939,,
343.1265469,Isomalt,C12H24O11,344.1318616,,
343.1265469,Tyrosyl-Tyrosine,C18H20N2O5,344.1372218,,
343.1265469,Palatinitol,C12H24O11,344.1318616,88735,
343.1265469,Lactitol,C12H24O11,344.1318616,91476,
343.1265469,GLUCITOL-4-GUCOPYANOSIDE,C12H24O11,344.1318616,,
343.1265469,Maltitol,C12H24O11,344.131865,,
343.1265469,Clusianose,C12H24O11,344.1319,441435,C08254
343.1265469,1-O-alpha-D-Glucopyranosyl-D-mannitol;Melibiitol,C12H24O11,344.131862,4454759;15559964,;C05399
345.1549719,"3,6,9,12-Tetraoxatetradecane-1,14-diyl diacrylate",C16H26O8,346.1627678,,
345.1549719,Bismack brown Y- parent,C18H18N8,346.1654426,,
345.1549719,"Tetraethyl butane-1,1,2,3-tetracarboxylate",C16H26O8,346.1627678,,
345.1549719,tert-Butyl 4-(4-cyano-2-nitroanilino)piperidine-1-carboxylate,C17H22N4O4,346.1641052,,
345.1549719,NSC363624,C18H18N8,346.1654426,,
345.1549719,Nepetaside,C16H26O8,346.1627678,,
345.1549719,"Glucosyl 6-hydroxy-2,6-dimethyl-2E,7-octadienoate",C16H26O8,346.1627678,,
345.1549719,"(1S,3R,4R)-8,10-Dihydroxyfenchone 10-O-b-D-glucoside",C16H26O8,346.1627678,,
345.1549719,"(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside",C16H26O8,346.1627678,,
347.0828078,"2,4-DB 2-butoxyethyl ester",C16H22Cl2O4,348.0895145,,
